1392	1.000199	0.000024	0.163452	-0.000024	1.000199	-0.134064
1393	0.999836	-0.000145	-0.195312	0.000145	0.999836	0.040863
1781	0.999643	-0.000048	0.027588	0.000048	0.999643	0.172882	
1782	1.000231	0.000037	-0.021362	-0.000037	1.000231	-0.153870	
1783	0.999832	0.000048	0.103027	-0.000048	0.999832	0.369110	
1784	1.000032	-0.000058	-0.139648	0.000058	1.000032	-0.102417	
1785	0.999891	0.000127	0.087158	-0.000127	0.999891	0.177704	
1786	1.000046	0.000253	-0.130493	-0.000253	1.000046	0.054382	
1787	0.999980	0.000057	-0.751465	-0.000057	0.999980	-0.136475	
1788	1.000190	-0.000035	-0.143921	0.000035	1.000190	0.357208	
1789	0.999925	-0.000144	0.264893	0.000144	0.999925	-0.279572	
1790	1.000018	0.000216	-0.208984	-0.000216	1.000018	-0.091431	
1791	1.000010	0.000051	-0.186035	-0.000051	1.000010	-0.254547	
1792	0.999934	0.000116	-0.203735	-0.000116	0.999934	0.281128	
1793	0.999922	0.000165	0.279541	-0.000165	0.999922	0.465698	
1794	0.999970	0.000021	0.008911	-0.000021	0.999970	0.015472	
1795	1.000011	0.000348	-0.359863	-0.000348	1.000011	-0.109131	
1796	1.000025	-0.000017	-0.725464	0.000017	1.000025	0.134155	
1797	0.999938	0.000057	-0.392700	-0.000057	0.999938	-0.176849	
1798	0.999986	0.000244	0.268311	-0.000244	0.999986	-0.176514	
1799	0.999933	-0.000279	0.333740	0.000279	0.999933	0.144135	
1800	1.000020	-0.000008	-0.123413	0.000008	1.000020	0.114807	
1801	0.999988	0.000150	-0.061890	-0.000150	0.999988	0.106232	
1802	0.999899	0.000070	0.206299	-0.000070	0.999899	0.124664	
1803	1.000004	0.000038	-0.701172	-0.000038	1.000004	-0.072449	
1804	0.999961	0.000217	0.082397	-0.000217	0.999961	0.327576	
1805	0.999908	0.000236	0.187622	-0.000236	0.999908	0.066864	
1806	1.000024	0.000028	-0.013672	-0.000028	1.000024	0.063721	
1807	0.999962	-0.000095	-0.234741	0.000095	0.999962	-0.094482	
1808	0.999907	0.000262	-0.024536	-0.000262	0.999907	0.415771	
1809	0.999969	0.000052	-0.015381	-0.000052	0.999969	0.109375	
1810	0.999933	0.000061	0.218750	-0.000061	0.999933	-0.048889	
1811	1.000028	0.000195	-0.095581	-0.000195	1.000028	-0.071472	
1812	1.000039	-0.000113	-0.608398	0.000113	1.000039	0.274628	
1813	1.000067	0.000031	-0.180420	-0.000031	1.000067	0.053589	
1814	0.999978	-0.000039	0.141235	0.000039	0.999978	-0.192902	
1815	1.000047	-0.000045	-0.028931	0.000045	1.000047	-0.069305	
1816	0.999960	0.000099	0.160156	-0.000099	0.999960	0.307831	
1817	0.999978	0.000071	0.077393	-0.000071	0.999978	0.208099	
1818	1.000041	0.000007	0.172119	-0.000007	1.000041	-0.049530	
1819	0.999927	0.000036	0.253418	-0.000036	0.999927	0.029694	
1820	1.000166	-0.000113	0.005493	0.000113	1.000166	-0.052216	
1821	0.999944	0.000098	0.035156	-0.000098	0.999944	0.238190	
1822	1.000196	-0.000017	0.003662	0.000017	1.000196	0.150848	
1823	0.999839	-0.000113	0.369751	0.000113	0.999839	0.950928	
1824	1.000128	-0.000288	-0.141968	0.000288	1.000128	-0.401520	
1825	0.999829	0.000131	0.433228	-0.000131	0.999829	0.395905	
1826	1.000230	0.000072	-0.041260	-0.000072	1.000230	0.077881	
1827	0.999889	-0.000053	0.167725	0.000053	0.999889	0.111816	
1828	1.000086	0.000001	0.221436	-0.000001	1.000086	0.541138	
1829	0.999650	0.000017	0.762329	-0.000017	0.999650	0.402557	
1830	1.000408	-0.000113	0.221069	0.000113	1.000408	-0.085999	
1831	0.999537	0.000198	0.688965	-0.000198	0.999537	0.578552	
1832	1.000358	0.000183	-0.343994	-0.000183	1.000358	0.070129	
1833	0.999756	-0.000267	0.266968	0.000267	0.999756	0.225281	
1834	1.000191	-0.000064	-0.363281	0.000064	1.000191	0.133575	
1835	0.999678	0.000125	0.578979	-0.000125	0.999678	0.095490	
1836	1.000142	0.000073	-0.004761	-0.000073	1.000142	0.017303	
1837	0.999934	0.000006	0.087280	-0.000006	0.999934	0.178680	
1838	1.000015	-0.000009	0.089233	0.000009	1.000015	0.037384	
1839	0.999948	-0.000050	-0.033813	0.000050	0.999948	0.181213	
1840	1.000060	0.000132	-0.162598	-0.000132	1.000060	0.216309	
1841	0.999804	-0.000249	0.040405	0.000249	0.999804	0.519775	
1842	1.000051	0.000310	-0.258057	-0.000310	1.000051	0.035706	
1843	0.999903	-0.000044	0.207275	0.000044	0.999903	0.138123	
1844	1.000171	-0.000078	-0.180664	0.000078	1.000171	0.203217	
1845	0.999862	0.000039	0.148804	-0.000039	0.999862	1.117432	
1846	1.000278	0.000156	0.477295	-0.000156	1.000278	-0.472870	
1847	0.999898	0.000212	0.129639	-0.000212	0.999898	0.405853	
1848	1.000055	0.000112	-0.091797	-0.000112	1.000055	0.095306	
1849	1.000026	0.000115	-0.195801	-0.000115	1.000026	0.016205	
1850	1.000116	-0.000013	-0.100708	0.000013	1.000116	0.082947	
1851	0.999891	0.000120	0.230591	-0.000120	0.999891	0.334229	
1852	1.000058	0.000098	-0.010620	-0.000098	1.000058	0.252472	
1853	0.999954	0.000204	-0.125610	-0.000204	0.999954	0.372955	
1854	1.000055	0.000030	0.021606	-0.000030	1.000055	-0.051819	
1855	0.999994	0.000310	-0.070923	-0.000310	0.999994	0.451447	
1856	1.000044	0.000061	0.008911	-0.000061	1.000044	0.079956	
1857	0.999826	0.000130	0.275391	-0.000130	0.999826	0.612305	
1858	0.999951	0.000016	0.207031	-0.000016	0.999951	0.111115	
1859	0.999836	0.000044	0.280029	-0.000044	0.999836	0.615509	
1860	1.000115	-0.000028	-0.082886	0.000028	1.000115	-0.160187	
1861	0.999873	0.000116	0.181030	-0.000116	0.999873	0.341675	
1862	1.000167	0.000034	-0.072388	-0.000034	1.000167	0.226868	
1863	0.999814	0.000000	0.297974	-0.000000	0.999814	0.373596	
1864	1.000216	-0.000011	0.236694	0.000011	1.000216	0.175629	
1865	0.999757	0.000106	0.059448	-0.000106	0.999757	0.348083	
1866	1.000151	0.000362	0.064697	-0.000362	1.000151	0.220612	
1867	0.999910	-0.000153	0.151978	0.000153	0.999910	0.061249	
1868	1.000053	0.000173	-0.045654	-0.000173	1.000053	0.149963	
1869	0.999845	0.000106	0.269165	-0.000106	0.999845	0.153137	
1870	1.000217	0.000048	-0.051514	-0.000048	1.000217	-0.084015	
1871	0.999839	-0.000219	0.157593	0.000219	0.999839	-0.217255	
1872	1.000235	-0.000008	-0.041626	0.000008	1.000235	-0.163147	
1873	0.999854	-0.000001	0.116577	0.000001	0.999854	0.071442	
1874	1.000107	-0.000333	0.412354	0.000333	1.000107	-0.511536	
1875	0.999896	0.000078	-0.026367	-0.000078	0.999896	0.319550	
1876	1.000091	-0.000028	-0.043579	0.000028	1.000091	-0.097504	
1877	0.999956	-0.000026	0.054810	0.000026	0.999956	0.343048	
1878	1.000027	0.000055	0.018799	-0.000055	1.000027	0.038635	
1879	0.999866	-0.000049	0.432129	0.000049	0.999866	-0.054779	
1880	1.000356	0.000076	-0.270020	-0.000076	1.000356	-0.027466	
1881	0.999868	-0.000033	0.169678	0.000033	0.999868	0.273041	
1882	1.000077	0.000103	-0.082520	-0.000103	1.000077	0.115784	
1883	0.999792	0.000061	0.261230	-0.000061	0.999792	0.145355	
1884	1.000185	0.000049	-0.068359	-0.000049	1.000185	0.013153	
1885	0.999743	0.000125	0.095947	-0.000125	0.999743	0.517181	
1886	1.000158	-0.000030	-0.433594	0.000030	1.000158	-0.069244	
1887	0.999641	0.000046	0.670898	-0.000046	0.999641	0.157898	
1888	1.000269	0.000106	-0.123657	-0.000106	1.000269	-0.109467	
1889	0.999790	-0.000051	0.182617	0.000051	0.999790	0.144928	
1890	1.000033	0.000059	0.303833	-0.000059	1.000033	-0.195435	
1891	0.999928	-0.000064	0.035278	0.000064	0.999928	0.099304	
1892	1.000062	0.000123	-0.118408	-0.000123	1.000062	0.269775	
1893	0.999812	0.000215	0.200317	-0.000215	0.999812	0.316010	
1894	1.000189	0.000138	0.194946	-0.000138	1.000189	-0.176239	
1895	0.999808	0.000076	0.267578	-0.000076	0.999808	0.094604	
1896	1.000191	0.000038	-0.280640	-0.000038	1.000191	0.059418	
1897	0.999759	0.000030	-0.090210	-0.000030	0.999759	0.323151	
1898	1.000178	0.000095	0.088257	-0.000095	1.000178	0.008972	
1899	0.999724	0.000037	0.520752	-0.000037	0.999724	0.209290	
1900	1.000243	-0.000070	-0.429443	0.000070	1.000243	-0.143707	
1901	0.999849	-0.000131	0.276001	0.000131	0.999849	-0.028656	
1902	1.000017	0.000032	0.113892	-0.000032	1.000017	0.172211	
1903	0.999914	-0.000108	0.151733	0.000108	0.999914	-0.084808	
1904	1.000063	0.000112	-0.107910	-0.000112	1.000063	0.204285	
1905	0.999731	-0.000194	0.375732	0.000194	0.999731	-0.217590	
1906	1.000177	0.000073	0.053711	-0.000073	1.000177	0.173187	
1907	0.999937	-0.000116	0.219482	0.000116	0.999937	-0.193756	
1908	1.000106	0.000060	-0.059204	-0.000060	1.000106	0.098236	
1909	0.999854	-0.000023	0.198242	0.000023	0.999854	0.045227	
1910	1.000075	-0.000014	-0.084229	0.000014	1.000075	-0.017334	
1911	0.999802	0.000046	0.432251	-0.000046	0.999802	0.075256	
1912	1.000082	-0.000121	-0.069458	0.000121	1.000082	-0.262238	
1913	1.000005	0.000023	0.028687	-0.000023	1.000005	-0.026672	
1914	1.000172	0.000014	-0.174316	-0.000014	1.000172	-0.136597	
1915	1.000038	0.000125	-0.195679	-0.000125	1.000038	0.308411	
1916	1.000047	0.000008	0.029907	-0.000008	1.000047	0.180115	
1917	0.999939	-0.000012	-0.040161	0.000012	0.999939	0.194092	
1918	1.000192	0.000021	-0.078003	-0.000021	1.000192	-0.195282	
1919	0.999971	-0.000168	0.119995	0.000168	0.999971	-0.167389	
1920	1.000170	0.000085	-0.227661	-0.000085	1.000170	-0.000671	
1921	0.999827	-0.000000	0.330688	0.000000	0.999827	0.050293	
1922	1.000218	0.000091	-0.632446	-0.000091	1.000218	0.232391	
1923	0.999900	-0.000035	0.201660	0.000035	0.999900	0.077484	
1924	0.999995	0.000165	0.074951	-0.000165	0.999995	-0.065155	
1925	1.000100	0.000122	-0.422485	-0.000122	1.000100	0.095276	
1926	0.999907	0.000007	0.345215	-0.000007	0.999907	0.051025	
1927	0.999955	0.000070	0.169067	-0.000070	0.999955	-0.140381	
1928	0.999940	0.000129	0.179565	-0.000129	0.999940	0.259918	
1929	0.999946	-0.000088	0.288330	0.000088	0.999946	0.057007	
1930	1.000140	-0.000045	-0.255371	0.000045	1.000140	-0.023102	
1931	1.000053	-0.000036	-0.017212	0.000036	1.000053	-0.024139	
1932	0.999914	0.000044	0.337036	-0.000044	0.999914	0.109741	
1933	1.000059	-0.000050	-0.037354	0.000050	1.000059	-0.009003	
1934	0.999997	0.000006	0.015381	-0.000006	0.999997	0.059479	
1935	0.999983	-0.000023	0.057373	0.000023	0.999983	0.033234	
1936	0.999962	0.000157	0.621704	-0.000157	0.999962	0.104706	
1937	1.000184	-0.000088	-0.005127	0.000088	1.000184	-0.125763	
1938	1.000077	0.000092	0.107666	-0.000092	1.000077	-0.149811	
1939	0.999880	-0.000058	0.307739	0.000058	0.999880	-0.103180	
1940	1.000172	0.000037	-0.237671	-0.000037	1.000172	-0.643433	
1941	0.999781	0.000030	0.416992	-0.000030	0.999781	-0.287231	
1942	1.000274	0.000178	-0.152466	-0.000178	1.000274	-0.929291	
1943	0.999818	-0.000078	0.420654	0.000078	0.999818	-0.266693	
1944	1.000275	-0.000006	-0.140503	0.000006	1.000275	-0.183075	
1945	0.999877	-0.000184	0.027588	0.000184	0.999877	-0.038544	
1946	1.000185	0.000044	-0.317505	-0.000044	1.000185	-0.211670	
1947	0.999902	0.000004	0.082397	-0.000004	0.999902	-0.085968	
1948	1.000032	0.000387	-0.004028	-0.000387	1.000032	-0.220795	
1949	0.999921	-0.000093	0.092163	0.000093	0.999921	0.026917	
1950	1.000126	-0.000225	-0.087769	0.000225	1.000126	-0.475128	
1951	0.999829	-0.000009	0.472534	0.000009	0.999829	-0.323151	
1952	1.000133	0.000315	-0.189087	-0.000315	1.000133	0.031799	
1953	0.999961	-0.000159	0.030029	0.000159	0.999961	0.053864	
1954	1.000026	0.000143	-0.031982	-0.000143	1.000026	0.179047	
1955	0.999822	0.000259	0.198975	-0.000259	0.999822	0.047058	
1956	1.000142	0.000058	0.077881	-0.000058	1.000142	-0.027740	
1957	0.999854	0.000132	-0.089111	-0.000132	0.999854	0.498016	
1958	1.000064	0.000044	0.098389	-0.000044	1.000064	0.026855	
1959	0.999657	0.000196	1.138550	-0.000196	0.999657	0.074982	
1960	1.000290	0.000048	-0.412109	-0.000048	1.000290	-0.024597	
1961	0.999729	0.000065	0.000977	-0.000065	0.999729	-0.061584	
1962	1.000194	0.000327	-0.142212	-0.000327	1.000194	0.085052	
1963	0.999924	-0.000134	-0.175049	0.000134	0.999924	0.322937	
1964	1.000070	0.000045	-0.114990	-0.000045	1.000070	0.289093	
1965	0.999857	0.000226	0.130127	-0.000226	0.999857	-0.004883	
1966	1.000250	0.000045	-0.141235	-0.000045	1.000250	-0.193573	
1967	0.999972	0.000307	0.087036	-0.000307	0.999972	1.056213	
1968	1.000270	0.000007	0.219849	-0.000007	1.000270	0.121399	
1969	0.999875	0.000460	-0.551392	-0.000460	0.999875	0.837769	
1970	1.000106	-0.000186	0.201416	0.000186	1.000106	-0.463898	
1971	0.999885	0.000094	0.143677	-0.000094	0.999885	0.175720	
1972	1.000087	0.000123	-0.035767	-0.000123	1.000087	0.114349	
1973	0.999944	0.000040	-0.019897	-0.000040	0.999944	0.124329	
1974	1.000011	0.000183	-0.001465	-0.000183	1.000011	0.298096	
1975	0.999874	0.000070	0.107788	-0.000070	0.999874	0.218140	
1976	1.000078	0.000146	0.194458	-0.000146	1.000078	0.252533	
1977	0.999879	-0.000034	0.126709	0.000034	0.999879	0.019989	
1978	1.000267	0.000049	-0.039062	-0.000049	1.000267	-0.038544	
1979	0.999861	-0.000072	0.073730	0.000072	0.999861	0.217896	
1980	1.000294	-0.000238	-0.367920	0.000238	1.000294	0.048645	
1981	0.999776	-0.000122	0.228699	0.000122	0.999776	0.548889	
1982	1.000124	-0.000045	0.064819	0.000045	1.000124	-0.050537	
1983	0.999961	0.000194	0.104980	-0.000194	0.999961	-0.060974	
1984	1.000111	-0.000029	-0.122070	0.000029	1.000111	-0.481903	
1985	0.999997	-0.000030	0.109253	0.000030	0.999997	0.216125	
1986	0.999994	-0.000081	0.085449	0.000081	0.999994	-0.048004	
1987	0.999976	-0.000041	0.014648	0.000041	0.999976	0.215729	
1988	1.000088	0.000168	-0.057983	-0.000168	1.000088	0.356232	
1989	0.999937	0.000030	-0.012817	-0.000030	0.999937	0.208435	
1990	0.999977	-0.000064	0.547852	0.000064	0.999977	-0.236145	
1991	0.999906	0.000073	0.210327	-0.000073	0.999906	0.146759	
1992	1.000150	-0.000101	-0.162476	0.000101	1.000150	-0.139618	
1993	0.999929	-0.000149	0.162476	0.000149	0.999929	0.159943	
1994	1.000114	-0.000021	0.084717	0.000021	1.000114	-0.274780	
1995	0.999909	0.000013	0.174805	-0.000013	0.999909	0.062469	
1996	1.000110	-0.000093	-0.046753	0.000093	1.000110	0.045044	
1997	0.999899	-0.000224	0.071899	0.000224	0.999899	0.079102	
1998	1.000062	-0.000099	0.257324	0.000099	1.000062	-0.184052	
1999	0.999927	0.000066	0.082764	-0.000066	0.999927	0.173950	
2000	1.000075	-0.000026	0.037842	0.000026	1.000075	-0.110016	
2001	0.999832	-0.000054	0.114136	0.000054	0.999832	0.115265	
2002	1.000117	0.000169	0.047729	-0.000169	1.000117	0.180664	
2003	0.999963	0.000008	0.087891	-0.000008	0.999963	0.074829	
2004	1.000043	0.000105	-0.035034	-0.000105	1.000043	0.181824	
2005	0.999926	0.000099	0.186768	-0.000099	0.999926	0.217529	
2006	1.000041	0.000091	0.021606	-0.000091	1.000041	-0.011810	
2007	0.999811	0.000062	0.473877	-0.000062	0.999811	0.249603	
2008	1.000070	0.000063	-0.106812	-0.000063	1.000070	0.163391	
2009	0.999779	0.000080	0.463501	-0.000080	0.999779	0.176331	
2010	1.000103	0.000213	0.222290	-0.000213	1.000103	-0.030029	
2011	0.999881	0.000079	0.402954	-0.000079	0.999881	-0.194214	
2012	1.000062	-0.000061	0.086304	0.000061	1.000062	-0.050507	
2013	0.999816	-0.000059	0.344971	0.000059	0.999816	0.117615	
2014	1.000151	-0.000190	-0.078369	0.000190	1.000151	0.111206	
2015	0.999856	0.000005	0.188599	-0.000005	0.999856	0.067841	
2016	1.000109	-0.000014	0.012939	0.000014	1.000109	-0.012756	
2017	0.999738	-0.000184	-0.037842	0.000184	0.999738	0.123779	
2018	1.000894	-0.000215	-0.994751	0.000215	1.000894	-0.594025	
2019	0.999879	-0.000026	0.102051	0.000026	0.999879	0.065216	
2020	1.000218	0.000087	0.249268	-0.000087	1.000218	-0.460480	
2021	0.999861	-0.000096	0.025269	0.000096	0.999861	-0.240906	
2022	1.000142	-0.000139	-0.160278	0.000139	1.000142	-0.466980	
2023	0.999767	0.000042	0.232178	-0.000042	0.999767	0.089874	
2024	1.000292	-0.000128	-0.629517	0.000128	1.000292	-0.602692	
2025	0.999833	-0.000025	0.205811	0.000025	0.999833	0.019714	
2026	1.000038	-0.000022	-0.028931	0.000022	1.000038	-0.186127	
2027	1.000145	0.000027	-0.230591	-0.000027	1.000145	-0.501038	
2028	1.000223	-0.000268	-0.639526	0.000268	1.000223	-0.584229	
2029	0.999726	0.000145	0.291504	-0.000145	0.999726	0.532135	
2030	1.000135	-0.000327	-0.092407	0.000327	1.000135	-0.788086	
2031	0.999984	0.000005	-0.009888	-0.000005	0.999984	0.202057	
2032	1.000075	-0.000123	-0.768677	0.000123	1.000075	0.180054	
2033	0.999781	-0.000061	0.208374	0.000061	0.999781	0.067230	
2034	1.000132	-0.000012	-0.025879	0.000012	1.000132	-0.528351	
2035	0.999847	0.000111	-0.109497	-0.000111	0.999847	-0.397980	
2036	1.000245	0.000046	-0.461670	-0.000046	1.000245	-0.156830	
2037	0.999675	-0.000274	-0.335938	0.000274	0.999675	-0.373749	
2038	1.000153	-0.000047	-0.118286	0.000047	1.000153	-0.090790	
2039	0.999793	0.000023	0.055664	-0.000023	0.999793	0.153961	
2040	1.000280	0.000102	-0.659058	-0.000102	1.000280	-0.655029	
2041	0.999848	-0.000037	0.109863	0.000037	0.999848	-0.475677	
2042	1.000060	-0.000001	-0.309204	0.000001	1.000060	0.146027	
2043	0.999697	0.000365	-0.013306	-0.000365	0.999697	0.065521	
2044	1.000302	-0.000006	-0.116577	0.000006	1.000302	-0.230804	
2045	0.999725	-0.000174	0.242798	0.000174	0.999725	0.232147	
2046	1.000275	-0.000140	-0.715332	0.000140	1.000275	-0.385437	
2047	0.999760	0.000004	0.136353	-0.000004	0.999760	-0.025787	
2048	1.000269	0.000239	-0.760132	-0.000239	1.000269	-0.416992	
2049	0.999699	-0.000270	0.337891	0.000270	0.999699	-0.080780	
2050	1.000174	-0.000049	0.199585	0.000049	1.000174	-0.645416	
2051	0.999859	-0.000085	-0.130859	0.000085	0.999859	-0.062408	
2052	1.000066	-0.000020	0.012573	0.000020	1.000066	-0.329651	
2053	0.999963	-0.000327	0.125488	0.000327	0.999963	-0.710220	
2054	1.000088	-0.000195	0.129761	0.000195	1.000088	-0.355927	
2055	0.999910	-0.000059	-0.078613	0.000059	0.999910	0.113434	
2056	1.000221	-0.000197	-0.361084	0.000197	1.000221	-0.322510	
2057	0.999815	0.000049	0.098267	-0.000049	0.999815	-0.028778	
2058	1.000039	0.000192	0.220215	-0.000192	1.000039	-0.112091	
2059	0.999816	-0.000227	-0.009155	0.000227	0.999816	-0.114471	
2060	1.000113	0.000088	-0.072510	-0.000088	1.000113	-0.288696	
2061	0.999866	-0.000016	0.187378	0.000016	0.999866	0.047180	
2062	1.000270	0.000031	-0.787354	-0.000031	1.000270	0.201874	
2063	0.999624	0.000016	0.664551	-0.000016	0.999624	-0.066803	
2064	1.000101	-0.000042	0.020996	0.000042	1.000101	-0.176361	
2065	0.999821	0.000115	0.098755	-0.000115	0.999821	-0.137268	
2066	1.000215	0.000009	-0.147583	-0.000009	1.000215	-0.330444	
2067	0.999757	-0.000127	-0.058350	0.000127	0.999757	0.007812	
2068	1.000013	0.000014	0.067383	-0.000014	1.000013	0.076904	
2069	0.999925	0.000031	0.075562	-0.000031	0.999925	0.214569	
2070	0.999991	0.000142	-0.025513	-0.000142	0.999991	0.072876	
2071	0.999994	0.000079	0.015381	-0.000079	0.999994	-0.331482	
2072	1.000274	0.000389	-0.712891	-0.000389	1.000274	0.618744	
2073	0.999589	-0.000298	0.770020	0.000298	0.999589	0.364563	
2074	1.000095	0.000077	-0.238281	-0.000077	1.000095	0.011902	
2075	0.999894	0.000101	0.117432	-0.000101	0.999894	0.129181	
2076	1.000174	0.000178	-0.622925	-0.000178	1.000174	0.209290	
2077	0.999794	0.000097	0.020874	-0.000097	0.999794	0.119415	
2078	1.000086	0.000128	0.076904	-0.000128	1.000086	-0.604523	
2079	0.999871	0.000058	0.158691	-0.000058	0.999871	-0.013153	
2080	1.000178	0.000026	-0.324707	-0.000026	1.000178	0.443604	
2081	0.999681	0.000010	0.034180	-0.000010	0.999681	0.297089	
2082	1.000313	0.000064	-0.598877	-0.000064	1.000313	-0.226410	
2083	0.999764	-0.000002	0.088745	0.000002	0.999764	-0.010101	
2084	1.000096	0.000115	-0.072510	-0.000115	1.000096	0.106293	
2085	0.999884	0.000067	0.212036	-0.000067	0.999884	0.129425	
2086	1.000107	0.000271	-0.173584	-0.000271	1.000107	0.084412	
2087	0.999804	0.000142	0.026611	-0.000142	0.999804	0.324524	
2088	1.000134	0.000016	0.004761	-0.000016	1.000134	0.028503	
2089	0.999832	-0.000010	0.131348	0.000010	0.999832	-0.010193	
2090	1.000228	0.000257	-0.667480	-0.000257	1.000228	0.171539	
2091	0.999845	-0.000181	0.096680	0.000181	0.999845	-0.003662	
2092	1.000077	0.000481	-0.205811	-0.000481	1.000077	0.117340	
2093	0.999974	-0.000093	0.049805	0.000093	0.999974	-0.059052	
2094	1.000089	0.000002	-0.268188	-0.000002	1.000089	0.025085	
2095	0.999768	0.000035	-0.080078	-0.000035	0.999768	0.110138	
2096	1.000252	-0.000055	-0.444946	0.000055	1.000252	-0.189209	
2097	0.999833	0.000056	0.174072	-0.000056	0.999833	0.166931	
2098	1.000077	0.000021	-0.342163	-0.000021	1.000077	0.112518	
2099	0.999872	0.000141	-0.087158	-0.000141	0.999872	0.175690	
2100	1.000173	0.000097	-0.295044	-0.000097	1.000173	-0.315491	
2101	0.999727	0.000144	-0.374268	-0.000144	0.999727	0.235016	
2102	1.000140	-0.000069	-0.104248	0.000069	1.000140	-0.232178	
2103	0.999815	0.000019	0.094116	-0.000019	0.999815	-0.081543	
2104	1.000275	-0.000087	-0.230591	0.000087	1.000275	-0.852814	
2105	0.999764	-0.000240	-0.034668	0.000240	0.999764	-0.007324	
2106	1.000255	0.000004	-0.984863	-0.000004	1.000255	0.016632	
2107	0.999861	-0.000059	0.168701	0.000059	0.999861	-0.019806	
2108	1.000162	-0.000210	-0.174683	0.000210	1.000162	-0.192566	
2109	0.999813	0.000066	0.313843	-0.000066	0.999813	0.206696	
2110	1.000289	-0.000197	-1.001099	0.000197	1.000289	-0.968018	
2111	0.999737	-0.000172	0.361694	0.000172	0.999737	0.097412	
2112	1.000192	-0.000020	-0.308228	0.000020	1.000192	-0.044312	
2113	0.999744	-0.000084	-0.465942	0.000084	0.999744	0.233612	
2114	1.000309	0.000257	-0.014404	-0.000257	1.000309	-0.265869	
2115	0.999897	-0.000097	-0.023804	0.000097	0.999897	-0.083954	
2116	1.000269	-0.000060	-0.384766	0.000060	1.000269	-0.433685	
2117	0.999799	0.000121	-0.549927	-0.000121	0.999799	-0.021820	
2118	1.000209	-0.000110	-0.276611	0.000110	1.000209	-0.375061	
2119	0.999722	-0.000117	0.703613	0.000117	0.999722	-0.265503	
2120	1.000407	0.000077	-0.953491	-0.000077	1.000407	-0.204529	
2121	0.999650	0.000018	-0.385864	-0.000018	0.999650	0.172058	
2122	1.000235	-0.000005	-0.411865	0.000005	1.000235	-0.860229	
2123	0.999977	-0.000051	0.093628	0.000051	0.999977	-0.083496	
2124	1.000285	0.000039	-0.659180	-0.000039	1.000285	-0.069977	
2125	0.999133	0.000027	1.364502	-0.000027	0.999133	0.206757	
2126	1.000355	-0.000183	-0.903198	0.000183	1.000355	-0.458923	
2127	0.999709	-0.000043	0.101685	0.000043	0.999709	0.041718	
2128	1.000277	0.000094	-0.189941	-0.000094	1.000277	-0.274200	
2129	0.999875	-0.000090	0.050903	0.000090	0.999875	-0.242401	
2130	1.000219	-0.000146	-0.327637	0.000146	1.000219	0.044067	
2131	0.999668	-0.000117	-0.286743	0.000117	0.999668	0.044037	
2132	1.000123	-0.000211	0.020752	0.000211	1.000123	-0.196198	
2133	0.999945	-0.000097	-0.578125	0.000097	0.999945	-0.269806	
2134	1.000271	0.000249	0.123657	-0.000249	1.000271	-0.240295	
2135	0.999929	-0.000095	0.085449	0.000095	0.999929	-0.145508	
2136	1.000159	-0.000091	-0.644287	0.000091	1.000159	-0.191528	
2137	0.999710	0.000044	-0.087769	-0.000044	0.999710	-0.112152	
2138	1.000332	-0.000076	-0.483398	0.000076	1.000332	-0.836670	
2139	0.999901	-0.000160	-0.126587	0.000160	0.999901	0.119446	
2140	1.000371	0.000103	-0.704102	-0.000103	1.000371	-0.082153	
2141	1.000020	0.000162	-0.042603	-0.000162	1.000020	-0.067657	
2142	1.000211	-0.000025	-0.247437	0.000025	1.000211	-0.168732	
2143	0.999810	0.000093	0.021240	-0.000093	0.999810	-0.130188	
2144	1.000397	0.000105	-0.895996	-0.000105	1.000397	0.035950	
2145	0.999631	-0.000019	0.278320	0.000019	0.999631	0.164825	
2146	1.000336	0.000187	-0.964355	-0.000187	1.000336	-0.094360	
2147	0.999591	0.000137	0.929199	-0.000137	0.999591	0.243805	
2148	1.000422	0.000294	-0.328491	-0.000294	1.000422	-0.479645	
2149	0.999889	0.000082	-0.213257	-0.000082	0.999889	0.403778	
2150	1.000170	0.000170	-0.145752	-0.000170	1.000170	-0.052917	
2151	0.999900	0.000152	0.115845	-0.000152	0.999900	0.138245	
2152	1.000246	-0.000010	-0.540771	0.000010	1.000246	-0.472504	
2153	0.999586	-0.000024	0.113892	0.000024	0.999586	0.078461	
2154	1.000379	-0.000128	-0.966187	0.000128	1.000379	-0.345917	
2155	0.999592	0.000072	0.302490	-0.000072	0.999592	0.092346	
2156	1.000300	-0.000056	-0.485596	0.000056	1.000300	-0.564636	
2157	0.999802	0.000018	0.357422	-0.000018	0.999802	-0.014954	
2158	1.000292	0.000202	-0.337402	-0.000202	1.000292	-0.419830	
2159	0.999850	-0.000036	-0.090210	0.000036	0.999850	0.032166	
2160	1.000272	0.000043	-0.501465	-0.000043	1.000272	-0.024506	
2161	0.999723	0.000102	-0.137207	-0.000102	0.999723	0.078064	
2162	1.000443	0.000012	0.117004	-0.000012	1.000443	-0.157745	
2163	0.999825	0.000098	-0.321045	-0.000098	0.999825	-0.053986	
2164	1.000354	0.000021	-0.524902	-0.000021	1.000354	-0.171478	
2165	0.999894	0.000195	-0.052124	-0.000195	0.999894	0.344360	
2166	1.000264	-0.000234	-0.670410	0.000234	1.000264	-0.457947	
2167	0.999743	0.000072	0.230835	-0.000072	0.999743	0.242889	
