1203	0.999527	-0.000493	0.534668	0.000493	0.999527	-0.722168
1590	0.999641	-0.000672	0.607849	0.000672	0.999641	-1.079285	
1591	0.999841	-0.000250	0.373108	0.000250	0.999841	-0.730133	
1592	0.997884	-0.000705	1.528748	0.000705	0.997884	-1.008301	
1593	0.999699	-0.000407	0.393066	0.000407	0.999699	-0.712036	
1594	0.999002	-0.001221	1.111450	0.001221	0.999002	-1.318146	
1595	0.999988	-0.000429	0.028137	0.000429	0.999988	-0.742523	
1596	0.998596	-0.000719	0.944885	0.000719	0.998596	-0.978256	
1597	0.998961	-0.000799	0.869385	0.000799	0.998961	-1.016449	
1598	0.999854	-0.000412	0.245911	0.000412	0.999854	-0.825867	
1599	0.999006	-0.000883	0.946594	0.000883	0.999006	-1.029968	
1600	0.999515	-0.000783	0.620361	0.000783	0.999515	-1.307831	
1601	0.999606	-0.000259	0.611206	0.000259	0.999606	-0.364624	
1602	0.999543	-0.000634	0.731506	0.000634	0.999543	-0.804382	
1603	0.999238	-0.000523	0.877197	0.000523	0.999238	-0.981171	
1604	0.999652	-0.000395	0.473938	0.000395	0.999652	-0.852417	
1605	0.999388	-0.000691	0.777344	0.000691	0.999388	-0.688995	
1606	0.999854	-0.000361	0.526367	0.000361	0.999854	-0.805542	
1607	0.999871	-0.000451	0.309875	0.000451	0.999871	-0.595276	
1608	0.999548	-0.000799	0.701904	0.000799	0.999548	-1.094086	
1609	0.999749	0.000010	0.685791	-0.000010	0.999749	-1.081848	
1610	0.999776	-0.000464	1.315369	0.000464	0.999776	-1.361084	
1611	0.998856	-0.000806	1.353821	0.000806	0.998856	-0.823975	
1612	0.999953	-0.000367	0.330261	0.000367	0.999953	-0.569855	
1613	0.999600	-0.000590	0.709412	0.000590	0.999600	-0.493423	
1614	0.999835	-0.000366	0.447083	0.000366	0.999835	-0.321075	
1615	0.999271	-0.000885	0.876892	0.000885	0.999271	-0.752945	
1616	0.998994	-0.000814	1.138916	0.000814	0.998994	-1.087860	
1617	0.999488	-0.000433	0.702393	0.000433	0.999488	-0.875275	
1618	0.999494	-0.000616	0.805420	0.000616	0.999494	-1.323181	
1619	0.999915	-0.000165	0.394226	0.000165	0.999915	-0.934906	
1620	0.999206	-0.000476	1.051941	0.000476	0.999206	-0.590637	
1621	0.999988	-0.000291	0.204468	0.000291	0.999988	-0.817200	
1622	0.999548	-0.000446	0.676880	0.000446	0.999548	-0.579468	
1623	0.999158	-0.000509	0.829102	0.000509	0.999158	-0.653625	
1624	0.999242	-0.000444	0.952942	0.000444	0.999242	-0.573380	
1625	0.999059	-0.000800	0.754578	0.000800	0.999059	-0.864365	
1626	0.999765	-0.000425	0.301758	0.000425	0.999765	-0.566956	
1627	0.999796	-0.000369	0.265930	0.000369	0.999796	-0.493744	
1628	0.998808	-0.000885	0.809448	0.000885	0.998808	-0.903854	
1629	0.999183	-0.000803	0.732971	0.000803	0.999183	-0.764145	
1630	0.999793	-0.000382	0.167480	0.000382	0.999793	-0.669983	
1631	0.998320	-0.000766	1.261475	0.000766	0.998320	-0.592422	
1632	0.998775	-0.001041	1.020996	0.001041	0.998775	-1.053986	
1633	0.999417	-0.000186	0.527588	0.000186	0.999417	-0.289124	
1634	0.999001	-0.000671	0.881958	0.000671	0.999001	-0.503723	
1635	0.999180	-0.000492	0.586609	0.000492	0.999180	-0.466278	
1636	0.999746	-0.000404	0.443115	0.000404	0.999746	-0.364075	
1637	0.999810	-0.000409	0.361084	0.000409	0.999810	-0.464569	
1638	0.999002	-0.000969	0.949219	0.000969	0.999002	-0.771698	
1639	0.999879	-0.000170	0.167175	0.000170	0.999879	-0.388702	
1640	0.999553	-0.000776	0.544556	0.000776	0.999553	-0.682510	
1641	0.999985	-0.000316	0.091003	0.000316	0.999985	-0.513824	
1642	0.999506	-0.000505	0.533691	0.000505	0.999506	-0.478546	
1643	0.998762	-0.000779	0.917786	0.000779	0.998762	-0.699432	
1644	0.999700	-0.000522	0.445374	0.000522	0.999700	-0.683044	
1645	0.999629	-0.000291	0.486633	0.000291	0.999629	-0.396210	
1646	0.999466	-0.000552	0.357605	0.000552	0.999466	-0.340729	
1647	0.999055	-0.000724	0.856384	0.000724	0.999055	-0.784637	
1648	0.999008	-0.000418	0.962036	0.000418	0.999008	-0.429184	
1649	0.998803	-0.000679	1.067383	0.000679	0.998803	-0.788666	
1650	0.999793	-0.000259	0.351746	0.000259	0.999793	-0.448181	
1651	0.999919	-0.000178	0.496765	0.000178	0.999919	-0.424133	
1652	0.999857	-0.000596	0.333618	0.000596	0.999857	-0.843597	
1653	0.998251	-0.000954	1.354492	0.000954	0.998251	-0.717194	
1654	0.999707	-0.000264	0.391113	0.000264	0.999707	-0.382843	
1655	0.998704	-0.000849	1.085449	0.000849	0.998704	-0.877304	
1656	0.999775	-0.000147	0.437927	0.000147	0.999775	-0.463104	
1657	0.999859	-0.000375	0.292297	0.000375	0.999859	-0.587006	
1658	0.999206	-0.000703	1.038696	0.000703	0.999206	-0.700699	
1659	0.998313	-0.000409	1.198975	0.000409	0.998313	-0.281479	
1660	0.999594	0.000002	0.410278	-0.000002	0.999594	-0.428589	
1661	0.999578	-0.000073	0.534546	0.000073	0.999578	-0.592316	
1662	0.998569	-0.000439	0.864685	0.000439	0.998569	-0.446777	
1663	0.998987	-0.000809	1.038635	0.000809	0.998987	-0.839630	
1664	0.999270	-0.000605	0.877441	0.000605	0.999270	-0.718018	
1665	0.998036	-0.001496	1.319458	0.001496	0.998036	-0.746521	
1666	0.998967	-0.000731	0.962158	0.000731	0.998967	-0.607452	
1667	0.998665	-0.000629	1.002258	0.000629	0.998665	-0.778534	
1668	0.999076	-0.000933	0.845337	0.000933	0.999076	-1.040741	
1669	0.999101	-0.000954	1.070312	0.000954	0.999101	-1.188202	
1670	0.998680	-0.000694	1.135559	0.000694	0.998680	-0.737701	
1671	0.999386	-0.000653	0.716187	0.000653	0.999386	-0.650269	
1672	0.998748	-0.000686	0.989502	0.000686	0.998748	-0.528687	
1673	0.999516	-0.000813	0.262451	0.000813	0.999516	-0.586517	
1674	0.998364	-0.000391	0.983215	0.000391	0.998364	-0.376770	
1675	0.998463	-0.000188	1.347595	0.000188	0.998463	-0.576080	
1676	0.999923	-0.000202	0.164124	0.000202	0.999923	-0.450043	
1677	0.999748	-0.000305	0.341003	0.000305	0.999748	-0.567169	
1678	0.998402	-0.000689	1.217041	0.000689	0.998402	-0.587219	
1679	0.999255	-0.000355	0.670715	0.000355	0.999255	-0.705872	
1680	0.998688	-0.000571	1.132263	0.000571	0.998688	-0.413177	
1681	0.998986	-0.000759	1.014954	0.000759	0.998986	-0.860870	
1682	0.998078	-0.000340	1.178406	0.000340	0.998078	-0.361115	
1683	0.999800	-0.000270	0.249268	0.000270	0.999800	-0.605560	
1684	0.999340	0.000163	0.231934	-0.000163	0.999340	-0.410370	
1685	0.999246	-0.000403	0.567993	0.000403	0.999246	-0.500336	
1686	0.998666	0.000131	0.702637	-0.000131	0.998666	-0.035004	
1687	0.998809	-0.000899	1.032898	0.000899	0.998809	-0.651276	
1688	0.999668	-0.000179	0.394226	0.000179	0.999668	-0.547516	
1689	0.999695	-0.000410	0.701477	0.000410	0.999695	-0.692383	
1690	0.999773	-0.000674	0.689697	0.000674	0.999773	-0.574280	
1691	0.998292	-0.000735	1.189331	0.000735	0.998292	-0.528870	
1692	0.998749	-0.001077	0.899109	0.001077	0.998749	-1.074921	
1693	0.998759	-0.000513	0.913452	0.000513	0.998759	-0.839111	
1694	0.998559	-0.000743	1.193848	0.000743	0.998559	-0.636139	
1695	0.999037	-0.001176	1.169006	0.001176	0.999037	-1.267914	
1696	0.998445	-0.000838	1.105835	0.000838	0.998445	-0.661224	
1697	0.998215	-0.000516	1.214661	0.000516	0.998215	-0.781525	
1698	0.998271	-0.000479	1.096008	0.000479	0.998271	-0.296387	
1699	0.998221	-0.000542	1.335571	0.000542	0.998221	-0.571594	
1700	0.999168	-0.000094	0.241089	0.000094	0.999168	-0.361450	
1701	0.999201	-0.000988	0.726135	0.000988	0.999201	-1.088104	
1702	0.998575	-0.000460	1.114685	0.000460	0.998575	-0.336945	
1703	0.998717	-0.000180	0.877686	0.000180	0.998717	-0.583801	
1704	0.999756	0.000002	0.106445	-0.000002	0.999756	-0.541870	
1705	0.998918	-0.000351	0.736633	0.000351	0.998918	-0.619171	
1706	0.998216	-0.000485	1.413269	0.000485	0.998216	-0.607086	
1707	0.999047	-0.000414	0.806702	0.000414	0.999047	-0.602356	
1708	0.998528	-0.000601	1.080627	0.000601	0.998528	-0.791901	
1709	0.999511	0.000048	0.368103	-0.000048	0.999511	-0.355957	
1710	0.999207	-0.000577	0.629456	0.000577	0.999207	-0.708099	
1711	0.999595	-0.000443	0.406433	0.000443	0.999595	-0.613556	
1712	0.999583	-0.000294	0.385742	0.000294	0.999583	-0.447662	
1713	0.998459	-0.000235	1.180786	0.000235	0.998459	-0.497742	
1714	0.998678	-0.000245	1.116150	0.000245	0.998678	-0.414337	
1715	0.998814	-0.000457	0.749939	0.000457	0.998814	-0.926392	
1716	0.998060	-0.000272	0.887817	0.000272	0.998060	-0.376556	
1717	0.999842	-0.000559	0.602356	0.000559	0.999842	-0.739655	
1718	0.998526	-0.000757	1.120667	0.000757	0.998526	-0.762939	
1719	0.998351	-0.000725	0.996277	0.000725	0.998351	-1.080109	
1720	0.997981	-0.000607	1.096375	0.000607	0.997981	-0.537628	
1721	1.000035	-0.000215	0.033264	0.000215	1.000035	-0.418091	
1722	0.997803	-0.000469	1.277039	0.000469	0.997803	-0.446991	
1723	0.999177	-0.000582	0.772705	0.000582	0.999177	-0.780884	
1724	0.998408	-0.000414	0.789185	0.000414	0.998408	-0.361023	
1725	0.998456	-0.000722	0.976746	0.000722	0.998456	-0.595367	
1726	0.998482	0.000160	0.837769	-0.000160	0.998482	-0.235779	
1727	0.999768	-0.000548	0.597046	0.000548	0.999768	-0.735809	
1728	0.998228	-0.000368	0.965149	0.000368	0.998228	-0.437561	
1729	0.998548	-0.000711	1.207031	0.000711	0.998548	-0.794678	
1730	0.998498	-0.000832	1.081421	0.000832	0.998498	-0.683014	
1731	0.998501	-0.000627	0.779297	0.000627	0.998501	-0.423248	
1732	0.997418	-0.000311	1.305786	0.000311	0.997418	-0.299713	
1733	0.999235	-0.000924	0.948059	0.000924	0.999235	-0.779907	
1734	0.998333	-0.000647	0.880981	0.000647	0.998333	-0.775635	
1735	0.999626	-0.000345	0.425293	0.000345	0.999626	-0.423645	
1736	0.998487	-0.000961	0.903442	0.000961	0.998487	-0.747498	
1737	0.999353	-0.000572	0.523010	0.000572	0.999353	-0.628021	
1738	0.998912	-0.000483	0.641357	0.000483	0.998912	-0.385956	
1739	0.998582	-0.000339	0.960510	0.000339	0.998582	-0.414978	
1740	0.998280	-0.000594	1.079590	0.000594	0.998280	-0.574432	
1741	0.999198	-0.000590	0.779480	0.000590	0.999198	-0.685150	
1742	0.999772	-0.000162	0.047974	0.000162	0.999772	-0.512756	
1743	0.998715	-0.000432	0.849670	0.000432	0.998715	-0.775208	
1744	0.998638	-0.000487	0.779968	0.000487	0.998638	-0.201324	
1745	0.998821	-0.000386	0.892395	0.000386	0.998821	-0.621613	
1746	0.998595	-0.000627	1.198608	0.000627	0.998595	-0.825043	
1747	0.998861	-0.000858	1.366821	0.000858	0.998861	-1.131073	
1748	0.998876	-0.000764	1.022156	0.000764	0.998876	-0.847900	
1749	0.999756	-0.000446	0.682800	0.000446	0.999756	-0.524628	
1750	0.999257	-0.000370	0.642334	0.000370	0.999257	-0.382050	
1751	0.999431	-0.000808	0.745239	0.000808	0.999431	-0.941681	
1752	0.998116	-0.000270	1.105591	0.000270	0.998116	-0.557709	
1753	0.999613	-0.000217	0.511353	0.000217	0.999613	-0.400024	
1754	0.998937	-0.000301	0.795105	0.000301	0.998937	-0.515259	
1755	0.999425	-0.000782	0.727844	0.000782	0.999425	-1.166077	
1756	0.999708	-0.000248	0.309082	0.000248	0.999708	-0.403046	
1757	0.999687	-0.000461	0.401794	0.000461	0.999687	-0.766724	
1758	0.999607	-0.000313	0.263306	0.000313	0.999607	-0.633240	
1759	0.999207	-0.000543	0.751465	0.000543	0.999207	-0.785614	
1760	0.998893	-0.000473	0.901001	0.000473	0.998893	-0.485748	
1761	0.999699	-0.000149	0.334534	0.000149	0.999699	-0.522888	
1762	0.998235	-0.000368	0.995178	0.000368	0.998235	-0.632904	
1763	0.999331	-0.000662	0.540466	0.000662	0.999331	-0.860199	
1764	0.998622	-0.000591	0.795837	0.000591	0.998622	-0.450317	
1765	0.999675	-0.000329	0.267212	0.000329	0.999675	-0.577393	
1766	0.998754	-0.000742	1.087585	0.000742	0.998754	-0.762878	
1767	0.999275	0.000019	1.129944	-0.000019	0.999275	-0.465881	
1768	0.998765	-0.000997	1.191711	0.000997	0.998765	-1.100555	
1769	0.998649	-0.000150	0.942932	0.000150	0.998649	-0.590759	
1770	0.998684	-0.000389	0.956848	0.000389	0.998684	-0.626343	
1771	0.998375	-0.000575	0.976807	0.000575	0.998375	-0.830475	
1772	0.998507	-0.000699	1.202393	0.000699	0.998507	-0.508057	
1773	0.998251	-0.000610	1.408813	0.000610	0.998251	-0.716339	
1774	0.998918	-0.000768	0.889160	0.000768	0.998918	-0.751465	
1775	0.999047	-0.000177	0.686951	0.000177	0.999047	-0.552948	
1776	0.998281	-0.000378	1.493164	0.000378	0.998281	-0.519348	
1777	0.999869	-0.000070	0.273438	0.000070	0.999869	-0.471283	
1778	0.998862	-0.000555	0.923889	0.000555	0.998862	-0.592590	
1779	0.999509	-0.000642	0.765015	0.000642	0.999509	-0.773438	
1780	0.999043	-0.000646	0.718506	0.000646	0.999043	-0.606476	
1781	0.998406	-0.000356	0.983704	0.000356	0.998406	-0.335541	
1782	0.998465	-0.000487	0.939026	0.000487	0.998465	-0.547882	
1783	0.998904	-0.000364	0.897217	0.000364	0.998904	-0.691864	
1784	0.998926	-0.000469	0.666321	0.000469	0.998926	-0.520447	
1785	0.998721	-0.000516	0.924622	0.000516	0.998721	-0.615509	
1786	0.999102	-0.000665	0.991516	0.000665	0.999102	-0.782776	
1787	0.999207	-0.000167	0.738403	0.000167	0.999207	-0.442688	
1788	0.998782	-0.000590	1.008057	0.000590	0.998782	-0.311401	
1789	0.998897	-0.000257	1.044861	0.000257	0.998897	-0.364471	
1790	0.999437	-0.000680	0.738098	0.000680	0.999437	-0.575714	
1791	0.999363	-0.000328	0.560974	0.000328	0.999363	-0.627380	
1792	0.999058	-0.000460	1.043274	0.000460	0.999058	-0.306793	
1793	0.998290	-0.000225	1.314270	0.000225	0.998290	-0.659912	
1794	0.998973	-0.000458	1.315918	0.000458	0.998973	-0.921661	
1795	0.999338	-0.000567	1.129395	0.000567	0.999338	-0.894989	
1796	0.999085	-0.000675	1.210205	0.000675	0.999085	-0.786530	
1797	1.000173	-0.000452	2.614746	0.000452	1.000173	-1.052032	
1798	0.999097	-0.000879	2.228821	0.000879	0.999097	-0.971893	
1799	0.999266	-0.000520	0.869080	0.000520	0.999266	-1.525940	
1800	0.999324	-0.000719	0.750854	0.000719	0.999324	-1.040558	
1801	0.999912	-0.000277	0.215332	0.000277	0.999912	-0.178192	
1802	0.998238	-0.000783	2.051636	0.000783	0.998238	-0.005402	
1803	0.999058	-0.000169	1.197205	0.000169	0.999058	-0.596954	
1804	0.998442	-0.000268	0.395508	0.000268	0.998442	-0.269073	
1805	0.999947	-0.000102	-0.002808	0.000102	0.999947	-0.568146	
1806	0.998774	-0.000448	0.557007	0.000448	0.998774	-0.448334	
1807	0.999370	-0.000514	-0.139954	0.000514	0.999370	-0.298737	
1808	0.998348	-0.000835	1.123230	0.000835	0.998348	-0.305481	
1809	0.999450	-0.000405	0.571411	0.000405	0.999450	-0.492340	
1810	0.998103	-0.000850	1.252930	0.000850	0.998103	-0.258209	
1811	0.999461	-0.000580	0.667297	0.000580	0.999461	-0.203186	
1812	0.998624	-0.000169	1.477417	0.000169	0.998624	-0.028412	
1813	0.999800	-0.000581	0.468384	0.000581	0.999800	-0.529053	
1814	0.999515	-0.000398	0.174011	0.000398	0.999515	-0.148285	
1815	0.999150	-0.000419	0.818787	0.000419	0.999150	-0.318695	
1816	0.997429	-0.000907	1.987000	0.000907	0.997429	-0.526550	
1817	0.999325	-0.000453	0.638672	0.000453	0.999325	-0.488800	
1818	0.998640	-0.000835	1.743225	0.000835	0.998640	-0.186676	
1819	0.999153	-0.000581	1.510254	0.000581	0.999153	-0.502106	
1820	0.998341	-0.000863	1.697815	0.000863	0.998341	-0.533264	
1821	0.999630	-0.000549	0.682617	0.000549	0.999630	-0.281250	
1822	0.998103	-0.000193	1.520752	0.000193	0.998103	0.441559	
1823	0.999494	-0.000703	0.948303	0.000703	0.999494	-0.145569	
1824	0.999198	-0.000516	0.760315	0.000516	0.999198	0.050385	
1825	0.999422	-0.000809	0.435791	0.000809	0.999422	-0.084564	
1826	0.999192	-0.000431	0.641113	0.000431	0.999192	0.361450	
1827	0.998841	-0.000414	1.042175	0.000414	0.998841	-0.069580	
1828	0.999531	-0.000138	0.745667	0.000138	0.999531	-0.208832	
1829	0.998927	-0.000635	1.131165	0.000635	0.998927	-0.321045	
1830	0.998102	-0.000293	1.061218	0.000293	0.998102	0.199585	
1831	0.998292	-0.000702	0.980591	0.000702	0.998292	0.032227	
1832	0.998036	-0.000673	1.356750	0.000673	0.998036	0.479309	
1833	0.999742	-0.000370	0.483337	0.000370	0.999742	-0.309509	
1834	0.998001	-0.000991	1.763672	0.000991	0.998001	-0.358337	
1835	0.999565	-0.000508	0.497192	0.000508	0.999565	-0.422455	
1836	0.999593	-0.000258	0.381042	0.000258	0.999593	-0.223694	
1837	0.998946	-0.000905	0.976074	0.000905	0.998946	-0.417969	
1838	0.999429	-0.000398	0.326599	0.000398	0.999429	0.273651	
1839	0.999893	-0.000420	0.289551	0.000420	0.999893	-0.107758	
1840	0.999319	-0.000608	0.796204	0.000608	0.999319	-0.002594	
1841	0.998666	-0.000406	1.261230	0.000406	0.998666	-0.310120	
1842	0.998740	-0.000563	0.911377	0.000563	0.998740	-0.367218	
1843	0.998941	-0.000687	1.007263	0.000687	0.998941	-0.314667	
1844	0.999091	-0.000616	0.867554	0.000616	0.999091	-0.205902	
1845	0.999674	-0.000405	0.534241	0.000405	0.999674	-0.297455	
1846	0.998519	-0.000646	1.100159	0.000646	0.998519	-0.348694	
1847	0.998854	-0.000866	1.334045	0.000866	0.998854	-0.321289	
1848	0.998264	-0.000214	1.335022	0.000214	0.998264	-0.088165	
1849	0.999590	-0.000747	1.065247	0.000747	0.999590	-0.881866	
1850	0.999214	-0.000258	0.780273	0.000258	0.999214	-0.196747	
1851	0.999276	-0.000614	0.901611	0.000614	0.999276	-0.767792	
1852	0.998379	-0.000860	1.036987	0.000860	0.998379	-0.753540	
1853	0.999146	-0.000458	0.804871	0.000458	0.999146	-0.500275	
1854	0.998828	-0.000791	0.760742	0.000791	0.998828	-0.173981	
1855	0.998054	-0.000334	1.484619	0.000334	0.998054	-0.183411	
1856	0.999363	-0.000483	0.710999	0.000483	0.999363	-0.321899	
1857	0.999995	-0.000439	0.296814	0.000439	0.999995	-0.456329	
1858	0.999241	-0.000454	0.746765	0.000454	0.999241	-0.336243	
1859	0.999008	-0.000386	0.843933	0.000386	0.999008	-0.611298	
1860	0.998339	-0.001010	1.221985	0.001010	0.998339	-0.457764	
1861	0.999125	-0.000616	0.789062	0.000616	0.999125	-0.445709	
1862	0.999577	-0.000451	0.431885	0.000451	0.999577	-0.421509	
1863	0.999503	-0.000169	0.424805	0.000169	0.999503	-0.397308	
1864	0.998985	-0.000541	1.214050	0.000541	0.998985	-0.410004	
1865	0.999698	-0.000248	0.341614	0.000248	0.999698	-0.664673	
1866	0.998651	-0.000768	1.069153	0.000768	0.998651	-0.854187	
1867	0.998977	-0.000774	0.990540	0.000774	0.998977	-0.743988	
1868	0.998778	-0.000344	1.081055	0.000344	0.998778	-0.829620	
1869	0.997972	-0.000198	1.581787	0.000198	0.997972	-0.591217	
1870	0.999554	-0.000514	0.287476	0.000514	0.999554	-0.514954	
1871	0.999604	-0.000687	0.368713	0.000687	0.999604	-0.699738	
1872	0.998925	-0.000053	0.919800	0.000053	0.998925	-0.488892	
1873	0.999219	-0.000499	0.956482	0.000499	0.999219	-0.658539	
1874	0.998767	-0.000620	0.846313	0.000620	0.998767	-0.619690	
1875	0.999015	-0.000237	0.773132	0.000237	0.999015	-0.517609	
1876	0.998660	-0.000485	0.840515	0.000485	0.998660	-0.445557	
1877	0.998773	-0.000271	0.947632	0.000271	0.998773	-0.371155	
1878	0.999128	-0.000710	0.748230	0.000710	0.999128	-0.543060	
1879	0.999979	-0.000208	0.203613	0.000208	0.999979	-0.293793	
1880	0.999133	-0.000551	0.795715	0.000551	0.999133	-0.579224	
1881	0.999556	-0.000636	0.500061	0.000636	0.999556	-0.832245	
1882	0.998736	-0.000538	1.373413	0.000538	0.998736	-0.392975	
1883	0.998704	-0.000982	1.045776	0.000982	0.998704	-0.759918	
1884	0.998998	-0.001434	0.924500	0.001434	0.998998	-1.245758	
1885	0.999804	-0.000611	0.497803	0.000611	0.999804	-0.599243	
1886	0.998693	-0.000363	1.026855	0.000363	0.998693	-0.375122	
1887	0.999280	-0.000702	0.867981	0.000702	0.999280	-0.759796	
1888	0.999027	-0.000557	1.067200	0.000557	0.999027	-0.441681	
1889	0.999413	-0.000402	0.519348	0.000402	0.999413	-0.597534	
1890	0.998503	-0.001007	0.957214	0.001007	0.998503	-0.877594	
1891	0.999162	-0.000569	0.843872	0.000569	0.999162	-0.701996	
1892	0.998941	-0.000496	1.065002	0.000496	0.998941	-0.476471	
1893	0.999723	-0.000350	0.687500	0.000350	0.999723	-0.582397	
1894	0.997919	-0.001303	1.773956	0.001303	0.997919	-0.666199	
1895	0.998969	-0.001292	1.396118	0.001292	0.998969	-1.047638	
1896	0.998847	-0.000781	1.047546	0.000781	0.998847	-0.495544	
1897	0.999221	-0.000672	0.869751	0.000672	0.999221	-0.677429	
1898	0.998262	-0.000393	1.493347	0.000393	0.998262	-0.373962	
1899	0.999063	-0.000893	1.161499	0.000893	0.999063	-0.708588	
1900	0.998426	-0.000566	1.494568	0.000566	0.998426	-1.100128	
1901	0.999367	-0.000191	1.088989	0.000191	0.999367	-1.355591	
1902	0.998700	-0.000197	0.854614	0.000197	0.998700	-1.085449	
1903	0.999807	-0.000864	0.570374	0.000864	0.999807	-1.242157	
1904	0.999045	-0.000569	0.840149	0.000569	0.999045	-0.330872	
1905	0.999742	-0.000841	0.411316	0.000841	0.999742	-0.168304	
1906	0.998695	-0.001253	0.856262	0.001253	0.998695	-0.114288	
1907	0.999096	-0.001009	0.637939	0.001009	0.999096	0.125244	
1908	0.999066	0.000339	0.560242	-0.000339	0.999066	0.340088	
1909	0.999403	-0.000460	1.419983	0.000460	0.999403	-0.938507	
1910	0.999232	-0.000619	0.617798	0.000619	0.999232	-1.372833	
1911	0.999132	-0.000513	0.645447	0.000513	0.999132	-0.682190	
1912	0.999194	-0.000176	0.526062	0.000176	0.999194	-0.250183	
1913	0.999118	-0.000657	1.123779	0.000657	0.999118	-0.668976	
1914	0.999409	-0.000478	0.682190	0.000478	0.999409	0.051208	
1915	0.998696	-0.000307	0.747375	0.000307	0.998696	-0.130493	
1916	0.999345	-0.000182	0.295776	0.000182	0.999345	-0.076416	
1917	0.999862	-0.000594	0.457214	0.000594	0.999862	-0.538544	
1918	0.999669	-0.001181	0.369080	0.001181	0.999669	-0.635803	
1919	0.998580	-0.000671	1.172668	0.000671	0.998580	-0.328766	
1920	0.998151	-0.000455	1.083618	0.000455	0.998151	-0.035492	
1921	0.999166	-0.000416	0.887329	0.000416	0.999166	-0.480194	
1922	0.998608	-0.000370	1.074829	0.000370	0.998608	-0.020325	
1923	0.998673	-0.000523	0.981140	0.000523	0.998673	-0.100311	
1924	0.998139	-0.001117	1.518188	0.001117	0.998139	-0.357330	
1925	0.999273	-0.000041	0.537231	0.000041	0.999273	-0.279755	
1926	0.998544	-0.000336	1.152466	0.000336	0.998544	-0.308746	
1927	0.999205	-0.000395	1.030579	0.000395	0.999205	-0.613556	
1928	0.998709	-0.000546	1.197021	0.000546	0.998709	-0.364014	
1929	0.999249	-0.000276	0.652649	0.000276	0.999249	-0.076202	
1930	0.998185	-0.001104	1.567139	0.001104	0.998185	0.045471	
1931	0.998670	-0.000372	0.860352	0.000372	0.998670	0.269684	
1932	0.999353	-0.000224	0.115784	0.000224	0.999353	-0.089783	
1933	0.998286	-0.000510	1.456482	0.000510	0.998286	0.150696	
1934	0.998602	-0.000633	1.051697	0.000633	0.998602	-0.529297	
1935	0.998506	-0.000712	1.458557	0.000712	0.998506	-0.659943	
1936	0.999100	-0.000567	0.728394	0.000567	0.999100	-0.107513	
1937	0.998399	0.000022	1.139099	-0.000022	0.998399	0.209076	
1938	0.998845	-0.000464	0.663635	0.000464	0.998845	-0.197418	
1939	0.998899	-0.000919	0.652832	0.000919	0.998899	0.026001	
1940	0.998332	-0.000413	1.200195	0.000413	0.998332	0.007141	
1941	0.998642	-0.000008	1.066223	0.000008	0.998642	-0.206360	
1942	0.998190	-0.000385	1.704102	0.000385	0.998190	-0.624969	
1943	0.998786	-0.000126	0.958008	0.000126	0.998786	-0.398438	
1944	0.998950	-0.000522	0.766541	0.000522	0.998950	-0.395721	
1945	0.999106	-0.000990	0.423218	0.000990	0.999106	-0.225708	
1946	0.997193	-0.000542	1.113434	0.000542	0.997193	0.722198	
1947	0.999386	-0.000456	0.802246	0.000456	0.999386	-0.540344	
1948	0.998048	-0.000111	1.454590	0.000111	0.998048	-0.927582	
1949	0.999474	-0.000726	0.694275	0.000726	0.999474	-0.933838	
1950	0.998212	-0.000398	0.658508	0.000398	0.998212	0.727448	
1951	0.998773	-0.000582	0.554443	0.000582	0.998773	1.227264	
1952	0.998919	-0.000815	0.980042	0.000815	0.998919	0.991486	
1953	0.999255	-0.000588	0.679932	0.000588	0.999255	1.159119	
1954	0.999090	-0.000300	0.302917	0.000300	0.999090	0.534332	
1955	0.998421	-0.000975	1.298401	0.000975	0.998421	0.592651	
1956	0.998567	-0.000544	0.286682	0.000544	0.998567	1.494904	
1957	0.998439	-0.000477	0.932007	0.000477	0.998439	1.009735	
1958	0.998378	-0.000546	1.203247	0.000546	0.998378	0.793976	
1959	0.997897	-0.000030	1.381714	0.000030	0.997897	0.418488	
1960	0.999416	-0.000013	0.447449	0.000013	0.999416	0.306702	
1961	0.999429	-0.001456	0.580566	0.001456	0.999429	0.801239	
1962	0.998736	-0.000710	0.643494	0.000710	0.998736	2.367615	
1963	0.998799	-0.000328	0.986755	0.000328	0.998799	1.732910	
1964	0.998040	-0.000313	1.060242	0.000313	0.998040	1.215576	
1965	0.998798	-0.000743	1.153320	0.000743	0.998798	1.269745	
1966	0.999123	-0.000751	1.194946	0.000751	0.999123	2.042755	
1967	0.999072	-0.000773	0.763306	0.000773	0.999072	2.517517	
1968	0.999214	0.000115	0.376770	-0.000115	0.999214	3.015259	
1969	0.998739	-0.000951	1.217896	0.000951	0.998739	2.046082	
1970	0.997624	-0.001095	1.543640	0.001095	0.997624	2.799011	
1971	0.999074	-0.001169	0.692078	0.001169	0.999074	2.890045	
1972	0.999093	-0.000287	0.475830	0.000287	0.999093	3.564026	
1973	0.998769	-0.000608	1.035278	0.000608	0.998769	2.963379	
1974	0.998487	0.000109	0.929504	-0.000109	0.998487	2.673737	
1975	0.998215	0.000585	0.858582	-0.000585	0.998215	1.998810	
1976	0.997857	0.000631	0.761505	-0.000631	0.997857	1.791748	
1977	0.999721	-0.000397	0.625793	0.000397	0.999721	0.703918	
1978	0.999126	-0.000294	0.539185	0.000294	0.999126	2.452148	
